Unnamed: 0,row ID,smiles,row m/z,match_id,match_smiles,mps0,pp0,pair_similarity0,mps1,pp1,pair_similarity1,mps2,pp2,pair_similarity2,pair_similarity,mps,pp,mcs
5779,47,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3C=CO4)=CC=1O2)=O,325.072052,CNP0363021,OC12C3=CC=4OCOC4C=C3OC2C5=CC=6C=COC6C=C5OC1,2.0,0.041666667,0.56909746,2.0,0.041666667,0.82017459,4.0,0.083333333,0.488460707,0.82017459,2.0,0.041666667,0.6764705882352942
4757,36,COC(=O)C1=C(C(=O)C2=C(O)C=C(C(=O)O)C=C2O)C(O)=CC=C1,355.0410767,CNP0051536,O=C(OCC=1C=CC=CC1)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,1.0,0.04,0.77565825,1.0,0.04,0.952952743,0.0,0.0,0.0,0.952952743,1.0,0.04,0.5
9877,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CNP0398388,OC1=CC=C(C=C1)C=CCOCC2OC(CO)C(O)C(O)C2O,6.0,0.064516129,0.155808598,21.0,0.225806452,0.488847869,7.0,0.075268817,0.039648132,0.488847869,21.0,0.225806452,0.45454545454545453
7331,55,C=CC(C1NC2C=CC=CC=2C=1/C=C1/C(=O)N2C(CCC2)C(=O)N/1)(C)C,372.1681213,NPA029374,CC(=O)C1=C2C(=CC(C(=O)NCCC3=CC=CC=C3)=N1)C1=CC=CC=C1N2C,1.0,0.25,0.828305304,1.0,0.25,0.548480511,1.0,0.25,0.304414481,0.828305304,1.0,0.25,0.30434782608695654
9891,65,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,327.1458435,CNP0000035,O=C(OC1C(=CC(=O)C(C)C1OC(=O)C)C2OC2C(O)(C)C)C,5.0,0.053763441,0.237905336,14.0,0.150537634,0.468629326,18.0,0.193548387,0.555341539,0.555341539,18.0,0.193548387,0.5483870967741935
3238,17,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,399.177887,NPA014105,C[C@@]1(CC(=O)CC1(C)C)C2=CC=C(C=C2)C(=O)OCC[C@](C)(CC(=O)O)O,1.0,0.025,0.001979065,6.0,0.15,0.248193271,12.0,0.3,0.428301185,0.428301185,12.0,0.3,0.46153846153846156
13478,85,CC1(C)CCC[C@@]2(C)[C@@]1([H])[C@H](O)C=C(C)[C@]2(O)C=O,275.1616516,CNP0451541,ON(O)C1C=C(C(OC)=C([C-]1C)[NH+](O)O)C(C)(C)C,2.0,0.4,0.960726857,2.0,0.4,0.56375359,0.0,0.0,0.0,0.960726857,2.0,0.4,0.46153846153846156
1704,7,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3CCO4)=CC=1O2)=O,327.0853577,CNP0310355,O=C1C=2C(O)=CC=C(O)C2OC3=C4C=CC(OC4=CC(O)=C13)(C)C,2.0,0.054054054,0.581955269,2.0,0.054054054,0.811375022,10.0,0.27027027,0.337394784,0.811375022,2.0,0.054054054,0.71875
3752,22,O=C1CC[C@@]2(C[C@@H](OC(/C(C)=CC)=O)[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6OC(C)=O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,621.2280273,CNP0232090,O=C(OC1C=2C=C(OC)C(OC)=C(O)C2C3=C(OC)C=4OCOC4C=C3C(OC(=O)C(=CC)C)C(C)C1(O)C)C=5C=CC=CC5,1.0,0.166666667,0.050970688,3.0,0.5,0.375092875,2.0,0.333333333,0.33518653,0.375092875,3.0,0.5,0.515625
4266,29,O=C(C(NC1=O)=C)N[C@H]1CC2=C(C(C)(C)C=C)NC3=CC=CC=C32,324.1708374,CNP0006071,O=C(C=1C=CC=CC1)N2CC3(N4CCOCC4CN(C)C3)C2,1.0,0.041666667,0.308627129,3.0,0.125,0.14817711,5.0,0.208333333,0.037610143,0.308627129,1.0,0.041666667,0.59375
172,1,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,397.1611328,CNP0330727,O=C(NC=1C=CC=2C=CNC2C1)CCCCCN3C=NC=4C=CC=CC4C3=O,0.0,0.0,0.0,1.0,0.083333333,0.001167568,6.0,0.5,0.08953334,0.08953334,6.0,0.5,0.3953488372093023
3756,22,O=C1CC[C@@]2(C[C@@H](OC(/C(C)=CC)=O)[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6OC(C)=O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,621.2280273,CNP0313432,O=C1C=2C=CC=C(O)C2NC=3C1=C(O)C=C4OC(C)(C)CC(C5=C(O)C=6C(=O)C=7C=CC=C(O)C7NC6C8=C5OC(C)(C)CC8)C43,1.0,0.166666667,0.887509286,2.0,0.333333333,0.456676139,2.0,0.333333333,0.239558785,0.887509286,1.0,0.166666667,0.5303030303030303
10414,68,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,289.1045532,NPA007398,CC1=CC(=CC(=C1CC2=C(C=C(C(=C2O)C=O)C)O)O)O,1.0,0.333333333,0.513321996,0.0,0.0,0.0,0.0,0.0,0.0,0.513321996,1.0,0.333333333,0.75
8367,60,C(O)[C@](O)1C(C=C[C@]([H])2[C@@](C)(C)CCC[C@]12C)=C,259.1669312,NPA006963,CCCC/C=C/C1=C(C=CC(=C1)C)/C=C/CC(=O)O,1.0,0.333333333,0.332601875,1.0,0.333333333,0.290972114,0.0,0.0,0.0,0.332601875,1.0,0.333333333,0.5416666666666666
11952,75,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,501.2131653,CNP0080386,O=C(OC=1C=C2C(=CC1OC)CC(COC(=O)C)C(COC(=O)C)C2C3=CC=C(OC)C(OC)=C3)C,7.0,0.042682927,0.315394536,10.0,0.06097561,0.422855102,14.0,0.085365854,0.296419044,0.422855102,10.0,0.06097561,0.56
5297,43,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,415.2817688,CNP0213213,O=CC1=CC=C(OC(=O)CCCCCCCC=CCC=CCCCCC)C(OC)=C1,14.0,0.29787234,0.26565133,17.0,0.361702128,0.272477361,12.0,0.255319149,0.042691694,0.272477361,17.0,0.361702128,0.24489795918367346
5811,48,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3C=CO4)=CC=1O2)=O,347.0539551,CNP0414307,O=C1C=C(OC2=C1OC(=O)CC2C3=COC=4C=CC=CC4C3=O)C,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.117647059,0.006870011,0.006870011,2.0,0.117647059,0.71875
15540,91,COC1C([C@@H](OC(=O)C)CC(C)C)=CC=C2C=1C(OCC1C=C(C)C=C(O)C=1O2)=O,437.1555176,CNP0231272,O=C(OCC1C(OCC1C(OC(=O)C)C2=CC=C(OC)C=C2)C3=CC=C(O)C=C3)C,10.0,0.097087379,0.098134635,17.0,0.165048544,0.266284882,11.0,0.106796117,0.231438991,0.266284882,17.0,0.165048544,0.5609756097560976
5813,48,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3C=CO4)=CC=1O2)=O,347.0539551,CNP0045172,O=C(OCC1=CC=C(Cl)C=C1)C2=CN=C(N=C2C(F)(F)F)NN,1.0,0.058823529,0.938417315,1.0,0.058823529,0.820230901,1.0,0.058823529,0.001225791,0.938417315,1.0,0.058823529,0.625
16568,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CNP0361320,O=C1OC=2C(=CC=C(OCC(=O)O)C2C)C=3C=CC(OC)=CC13,0.0,0.0,0.0,1.0,0.066666667,0.011650645,6.0,0.4,0.053472206,0.053472206,6.0,0.4,0.6666666666666666
16570,96,O=C(C1=C(O2)C=C(C)C(OC)=C1C(OC)=O)C3=C2C=CC=C3O,315.0882263,CNP0216198,O=C(OC)C=1C(O)=CC2=CC=3C=C(O)CC(=O)C3C(O)=C2C1C,2.0,0.133333333,0.673548968,2.0,0.133333333,0.348771423,3.0,0.2,0.254829558,0.673548968,2.0,0.133333333,0.6666666666666666
3776,23,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,392.2313232,NPA020084,C[C@H]1C(=O)N/C(=C\C2=C(NC3=C2C=CC(=C3)CC=C(C)C)C(C)(C)C=C)/C(=O)N1,2.0,0.035714286,0.246301688,9.0,0.160714286,0.254919876,7.0,0.125,0.229036477,0.254919876,9.0,0.160714286,1.0
2248,10,[H][C@]12C3C(=CC(=C4C=3OC3C(=C(C=CC=3)O)C4=O)OC)O[C@@]1([H])OCC2,349.0665588,NPA017548,COC1=C(C(=C(C(=C1)C2=CC(=O)C(=N)C(=C2O)C(=O)O)O)C(=O)O)N,1.0,0.333333333,0.724584639,0.0,0.0,0.0,0.0,0.0,0.0,0.724584639,1.0,0.333333333,0.38461538461538464
7368,55,C=CC(C1NC2C=CC=CC=2C=1/C=C1/C(=O)N2C(CCC2)C(=O)N/1)(C)C,372.1681213,CNP0043486,O=C(C=1C=CC=CC1)N2CC3C4=CC=C(C=5C=NC=CC5)C(=O)N4CC(C2)C3,1.0,0.25,0.961616516,1.0,0.25,0.653080702,2.0,0.5,0.275029521,0.961616516,1.0,0.25,0.2978723404255319
17098,98,CC(C)CC1NC(=O)C2CCCN2C1=O,211.144516,CMNPD13210,[C@@H]1(C(C)CC)NC(=O)[C@@]([H])(N(CC2)C1=O)C2,2.0,0.111111111,0.382191002,6.0,0.333333333,0.439150222,6.0,0.333333333,0.351259846,0.439150222,6.0,0.333333333,0.8823529411764706
7885,58,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C)=O)O)C)C,383.1839294,CNP0316376,O=C(O)C12CCCC(C(=O)OC)(C)C2CCC3C(C=4C=COC4CC31)C,0.0,0.0,0.0,1.0,0.04,0.008288953,9.0,0.36,0.058174304,0.058174304,9.0,0.36,0.5
14541,87,[C@]([H])12[C@@](C)(C)CCC[C@]1(C)[C@@H](CO)C(C)=CC2=O,259.1661377,CMNPD10489,c1(c(ccc(C)c1)C(CC(O)CC(C)C)C)O,1.0,0.25,0.00086974,1.0,0.25,0.000913227,1.0,0.25,0.000892399,0.000913227,1.0,0.25,0.5217391304347826
5842,49,COC1C(O)=CC(C)=CC=1OC1=CC(=CC(=C1O)O)C,277.1073608,CMNPD17597,c1c(c(cc(COC)c1O)O)Cc2c(O)ccc(O)c2,7.0,0.162790698,0.214322437,4.0,0.093023256,0.573826562,14.0,0.325581395,0.23800885,0.573826562,4.0,0.093023256,0.75
17109,98,CC(C)CC1NC(=O)C2CCCN2C1=O,211.144516,CNP0003763,O=C1N(C)C2CN(CC2OC1)CC3CC3,1.0,0.055555556,0.25232321,3.0,0.166666667,0.266809965,7.0,0.388888889,0.293231311,0.293231311,7.0,0.388888889,0.65
12502,79,CCCCC1C(OC)=CC(=O)OC=1CO,213.1111908,CNP0312582,O=C1OC(C(=O)OC)(C)C(C)CC1=CC,10.0,0.125,0.622737583,18.0,0.225,0.667508739,19.0,0.2375,0.392955854,0.667508739,18.0,0.225,0.5789473684210527
219,1,[H][C@]12C(C)(CCC[C@@]1(C3(C(COC3=O)=C[C@H]2OC(/C=C/C=C/C=O)=O)O)C)C,397.1611328,CNP0381194,O=C1N2C(SCC2C(=O)N(C1)CC=3C=CC=CC3OC)CCC=4C=CC=CC4,1.0,0.083333333,0.376797467,1.0,0.083333333,0.156742692,1.0,0.083333333,0.122981623,0.376797467,1.0,0.083333333,0.3953488372093023
11999,75,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,501.2131653,CNP0308593,O=C(OC1C(O)C2C3(C(=O)C(OC)=CC(C)C3CC4OC(=O)CC(C1(OC(=O)C)C)C42C)C)C,2.0,0.012195122,0.005292097,13.0,0.079268293,0.039908835,23.0,0.140243902,0.144711108,0.144711108,23.0,0.140243902,0.5714285714285714
2274,10,[H][C@]12C3C(=CC(=C4C=3OC3C(=C(C=CC=3)O)C4=O)OC)O[C@@]1([H])OCC2,349.0665588,CNP0022470,O=C(OC)C=1C=2C=C(OCC3=CC=C(F)C=C3Cl)C=CC2OC1C,1.0,0.333333333,0.769164383,1.0,0.333333333,0.43623659,1.0,0.333333333,0.266693771,0.769164383,1.0,0.333333333,0.6875
9443,62,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,423.25177,CNP0387735,O=C1C=2C=NC3=CC=NN3C2C=CN1CCC(=O)N(C)CC4CCCN5CCCCC54,1.0,0.2,0.917191982,2.0,0.4,0.416986756,1.0,0.2,0.376820296,0.917191982,1.0,0.2,0.3469387755102041
2788,13,[H][C@]12C3C(=CC(=C4C=3OC3C(=C(C=CC=3OC)O)C4=O)OC)O[C@@]1([H])OC=C2,355.0809326,CNP0238252,O=C1C2=C(O)C(OC)=C3OC=CC3=C2OC(C4=CC=C5OCOC5=C4)C1,2.0,0.133333333,0.822196871,2.0,0.133333333,0.822196871,8.0,0.533333333,0.395175089,0.822196871,2.0,0.133333333,0.7142857142857143
10469,68,CCCC(CC1OC(=O)C2C(=CC(=CC=2O)O)C1)O,289.1045532,NPA019687,C[C@]12CC=C[C@]3(C1[C@@H]([C@@H]4[C@]5(C3=CC(=O)OC5)O4)OC2=O)C,1.0,0.333333333,0.8703264,1.0,0.333333333,0.653837621,1.0,0.333333333,0.368724823,0.8703264,1.0,0.333333333,0.6071428571428571
4327,30,O=C(C(NC1=O)=C)N[C@H]1CC2=C(C(C)(C)C=C)NC3=CC=CC=C32,346.1528625,CMNPD22071,c12c(cccc1)c(\C=C(/NC(c3n4ccc3)=O)\C4=O)c(C(C)(C)C=C)[nH]2,1.0,0.166666667,0.731506169,1.0,0.166666667,0.374033153,1.0,0.166666667,0.266254574,0.731506169,1.0,0.166666667,0.375
4841,37,O=C(CO)C1=CNC2=CC=CC=C21,176.0708618,CNP0254547,O=CC1=CN(OC)C=2C=CC=CC12,1.0,0.090909091,0.039900184,1.0,0.090909091,0.0325903,9.0,0.818181818,0.387456259,0.387456259,9.0,0.818181818,0.75
1265,5,COC1C=C(O)C=C2C=1C(C1C(O)=C3C(OC4(OC3CCC4)C)=CC=1C2=O)=O,383.1125488,CNP0254441,O=C1C(=COC2=CC(O)=C(C(O)=C12)CC=C(C)C)C=3C=C4OCOC4=CC3O,1.0,0.058823529,0.214611501,2.0,0.117647059,0.657799825,7.0,0.411764706,0.368775878,0.657799825,2.0,0.117647059,0.6153846153846154
4853,37,O=C(CO)C1=CNC2=CC=CC=C21,176.0708618,CNP0114590,OC1=CN=C2C=CC=CC2=C1CO,1.0,0.090909091,0.080599122,2.0,0.181818182,0.690215133,7.0,0.636363636,0.489984754,0.690215133,2.0,0.181818182,0.75
16117,93,C(C1C(OC2C=CC([C@@H](CC(C)C)O)=C(OC)C=2C(OC)=O)=C(O)C=C(C)C=1)=O,425.1568604,CNP0250982,O=C(OC=1C=CC2=C(OC(=O)C3=C2CCCC3)C1C)C4=CC(OC)=C(OC)C(OC)=C4,1.0,0.25,0.907752752,2.0,0.5,0.426058669,1.0,0.25,0.369784176,0.907752752,1.0,0.25,0.6410256410256411
5371,44,O[C@H](C(C)(C)[C@@H]1CC/C(C)=C/CC/C(C)=C/CC2=C(O)C=C(C)OC2=O)CCC1=C,437.2642212,CMNPD12607,C(CCCCC\C=C\C=C\c1ccccc1)C(C[C@]2(OO[C@](C)(CC(=O)O)C2)C)C,1.0,0.2,0.002625807,0.0,0.0,0.0,0.0,0.0,0.0,0.002625807,1.0,0.2,0.24
4862,38,O=C(CO)C1=CNC2=CC=CC=C21,198.0523376,NPA007537,CC(=O)N(CCCP(=O)(O)O)O,1.0,1.0,0.747341871,1.0,1.0,0.488834351,0.0,0.0,0.0,0.747341871,1.0,1.0,0.5625
15614,92,COC1C([C@H](CC(C)C)O)=CC=C2C=1C(OC1C=C(C)C=C(CO)C=1O2)=O,395.1473999,CMNPD15694,c1(cccc(NC=O)c1O)C(N[C@H]2[C@@H](C)OC(=O)[C@H](C)[C@@H](O)[C@H](C)OC2=O)=O,1.0,0.333333333,0.879463553,0.0,0.0,0.0,0.0,0.0,0.0,0.879463553,1.0,0.333333333,0.6571428571428571
9472,63,CCC[C@@H]1O[C@](C)2[C@@](OC(C3C2=CC(OC)=C(OC)C=3O)=O)(C)C1,309.1341248,CMNPD21998,c12c([C@H]([C@]3([H])[C@]([H])(C[C@@H](O)[C@](O)(C)C3)C1=O)O)cc(OC)cc2O,2.0,0.021276596,0.179813899,15.0,0.159574468,0.552315996,17.0,0.180851064,0.383317708,0.552315996,15.0,0.159574468,0.7241379310344828
9984,66,CCC[C@H](C[C@@H]1[C@@H](O)C2C(=C(C(=C(C=2)OC)OC)O)C(=O)O1)O,349.1261292,CMNPD16660,[C@H]1(CC(C(=O)OC2=O)=C2C[C@H](CC)[C@H](O)C(C(=O)OC3=O)=C13)CCC,1.0,0.25,0.725108504,1.0,0.25,0.419167459,0.0,0.0,0.0,0.725108504,1.0,0.25,0.6451612903225806
17153,99,CC(C)CC1NC(=O)C2CCCN2C1=O,233.1257172,CNP0196711,O=C(O)CNC(C(=O)O)CCCNC(=N)N,2.0,0.666666667,0.743917705,2.0,0.666666667,0.31715233,0.0,0.0,0.0,0.743917705,2.0,0.666666667,0.631578947368421
7427,56,C=CC(C1NC2C=CC=CC=2C=1/C=C1/C(=O)N2C(CCC2)(O)C(=O)N/1)(C)C,388.1633911,NPA029375,CC(=O)C1=C2C(=CC(C(=O)NC[C@H](O)C3=CC=CC=C3)=N1)C1=CC=CC=C1N2C,2.0,0.5,0.929856658,2.0,0.5,0.613703728,2.0,0.5,0.349722289,0.929856658,2.0,0.5,0.2916666666666667
3845,23,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,392.2313232,CNP0326599,OCC1C(O)CC(NCCC(C)C)C1CC2=NC(=NC=C2)C=3C=CC=CC3,1.0,0.017857143,0.020463662,4.0,0.071428571,0.045700349,10.0,0.178571429,0.06490428,0.06490428,10.0,0.178571429,0.3333333333333333
262,2,O=C([C@]([H])(C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC=CC=C32,324.1702271,CMNPD23535,CC(C=C)(c1c(C[C@@H]2NC(=O)C(=C)NC2=O)c3c(cccc3)[nH]1)C,1.0,0.015873016,0.07536263,11.0,0.174603175,0.08452186,14.0,0.222222222,0.17366878,0.17366878,14.0,0.222222222,0.40540540540540543
17161,100,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,374.1877441,CMNPD26064,c1cc(c(C[C@@H]2C(=O)Nc(cccc3)c3C(=O)N2)cn4C\C=C(/C)\C)c4cc1,2.0,0.04,0.248618703,10.0,0.2,0.323711495,15.0,0.3,0.203532666,0.323711495,10.0,0.2,0.75
17169,100,CC(C=C)(C)C12C3=C(NC1N(C(C(C=CC=C4)=C4N5)=O)C(C5=O)C2)C=CC=C3,374.1877441,CNP0391939,O=C(N1CCC=2C=3C=CC=CC3NC2C41C(=O)N(C=5C=CC=CC54)C)C(C)C,2.0,0.04,0.068990416,2.0,0.04,0.047963229,17.0,0.34,0.152283416,0.152283416,17.0,0.34,0.6410256410256411
13079,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CNP0084919,O=C(O)CCC(NCC(N)C(=O)O)C(=O)O,1.0,0.333333333,0.515838444,1.0,0.333333333,0.338836879,0.0,0.0,0.0,0.515838444,1.0,0.333333333,0.5789473684210527
1819,8,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3CCO4)=CC=1O2)=O,349.0671082,NPA017548,COC1=C(C(=C(C(=C1)C2=CC(=O)C(=N)C(=C2O)C(=O)O)O)C(=O)O)N,1.0,0.5,0.725457907,0.0,0.0,0.0,0.0,0.0,0.0,0.725457907,1.0,0.5,0.38461538461538464
3868,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CNP0083745,O=C(NC1COC2C1OCC2NC3=NC=CC(=N3)C=4C=CC(=CC4)N(C)C)COC,1.0,0.2,0.785104036,1.0,0.2,0.315722644,0.0,0.0,0.0,0.785104036,1.0,0.2,0.30612244897959184
8989,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CMNPD29605,c1(CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/CO[C@H]([C@@H](C)C(O)=O)C2)\C2)cocc1,18.0,0.113924051,0.214145429,21.0,0.132911392,0.150413625,28.0,0.17721519,0.242912856,0.242912856,28.0,0.17721519,0.4186046511627907
9503,63,CCC[C@@H]1O[C@](C)2[C@@](OC(C3C2=CC(OC)=C(OC)C=3O)=O)(C)C1,309.1341248,NPA008699,C1[C@H](OC(=O)C2=C(C=C(C=C21)O)O)CCCCCCC(=O)O,7.0,0.074468085,0.228581095,23.0,0.244680851,0.51039755,16.0,0.170212766,0.358186727,0.51039755,23.0,0.244680851,0.6333333333333333
11551,71,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]34C(O5)=O)=O)C([C@@]5(C)[C@H]6O)=C)(C)[C@]6(O4)C2=C)C(C)(C)O1,457.1876831,NPA006589,C[C@H]1C23[C@@]4([C@@]5(C[C@]6(C7=CC(=O)OC(C7=CC[C@@]6(C2(C58CO8)C(=O)O1)C)(C)C)[C@](O4)(O3)C)C)O,2.0,0.009661836,0.700456008,11.0,0.053140097,0.36151801,16.0,0.077294686,0.237108463,0.700456008,2.0,0.009661836,0.6595744680851063
9002,61,[H][C@@]12C(C)=CC(=O)[C@]1([H])/C(/C=O)=CC[C@@]([H])1C(CC[C@@]1(C(/C=C[C@@H](O)C(O)(C)C)C)[H])(C)C2,401.2707214,CMNPD6909,C1(C)(CC\C=C(/C)\C(O)=O)OC1CC\C(=C\CC\C(=C\CCc2ccoc2)\C)\C,23.0,0.14556962,0.266146841,24.0,0.151898734,0.509232432,23.0,0.14556962,0.207307639,0.509232432,24.0,0.151898734,0.4878048780487805
4908,40,O=C(O)C1=CNC2=CC=CC=C21,184.0383911,NPA017051,C1=CC2=C(C=C1O)NC=C2C=O,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.375,0.025458965,0.025458965,3.0,0.375,0.8571428571428571
1844,8,COC1C=CC=C2C=1C(C1C(O)=C3C(OC4C3CCO4)=CC=1O2)=O,349.0671082,CNP0022470,O=C(OC)C=1C=2C=C(OCC3=CC=C(F)C=C3Cl)C=CC2OC1C,1.0,0.5,0.770091355,1.0,0.5,0.436762333,1.0,0.5,0.267015189,0.770091355,1.0,0.5,0.6875
3892,24,O=C([C@H](C)NC/1=O)NC1=C/C2=C(C(C)(C)C=C)NC3=CC(C/C=C(C)/C)=CC=C32,414.2135315,CNP0050707,O=C(NC1COC2C1OCC2N3N=NN=C3C=4C=CC=C(OC)C4)C5CCCCC5,1.0,0.2,0.917771041,1.0,0.2,0.504237533,1.0,0.2,0.308077693,0.917771041,1.0,0.2,0.3
12596,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CNP0084919,O=C(O)CCC(NCC(N)C(=O)O)C(=O)O,1.0,0.5,0.515787661,1.0,0.5,0.3388035,0.0,0.0,0.0,0.515787661,1.0,0.5,0.5789473684210527
4921,40,O=C(O)C1=CNC2=CC=CC=C21,184.0383911,CNP0441214,O=C(Cl)C(C)(C)CO[NH+]([O-])O,1.0,0.125,0.825084448,1.0,0.125,0.574696064,0.0,0.0,0.0,0.825084448,1.0,0.125,0.5333333333333333
12603,80,CCCCC1C(OC)=CC(=O)OC=1CO,235.0920563,CNP0329877,OC(=NCCC1=CNC=2C=CC=CC21)SC,1.0,0.5,0.827934027,1.0,0.5,0.630724669,0.0,0.0,0.0,0.827934027,1.0,0.5,0.6
13123,84,CCCC(C1C(OC)=CC(=O)OC=1C)O,235.0926056,CNP0329877,OC(=NCCC1=CNC=2C=CC=CC21)SC,1.0,0.333333333,0.828015566,1.0,0.333333333,0.630786777,0.0,0.0,0.0,0.828015566,1.0,0.333333333,0.6
4420,30,O=C(C(NC1=O)=C)N[C@H]1CC2=C(C(C)(C)C=C)NC3=CC=CC=C32,346.1528625,CNP0374087,O=C1N(C(=O)C2(C=3NC=4C=CC=CC4C3CCN12)C)CC=5C=CC=CC5,1.0,0.166666667,0.963610113,1.0,0.166666667,0.48800528,1.0,0.166666667,0.441965193,0.963610113,1.0,0.166666667,0.6470588235294118
12102,76,O=C1C=C[C@@]2(CC[C@@]([C@@]3(C(O[C@H](C)[C@@]3(O)C(O4)=O)=O)C([C@@]4(C)[C@H]5OC(C)=O)=C)(C)C5=C2C)C(C)(C)O1,523.194519,CNP0339596,O=C(OC1(C(=O)OC(=C)C1=O)C23OC(C(=CC)C)C(O2)(C)C4C=CC5CC(C(=O)O)CCC5C43C)C,1.0,0.052631579,0.000959743,4.0,0.210526316,0.014848753,2.0,0.105263158,0.010517712,0.014848753,4.0,0.210526316,0.5686274509803921
